,ope,con,ext,agr,neu,item_level,blocks,gender,birthday,age,relationship_status,interested_in,mf_relationship,mf_dating,mf_random,mf_friendship,mf_whatever,mf_networking,locale,network_size,timezone
627,4.6,4.55,4,3.95,2.05,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,2
628,5,4,2.2,3.6,3.05,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,es_LA,NA,-5
629,4.25,3.63,4,3.5,2.71,1,40,female,24/05/1994,18,1,NA,NA,NA,NA,NA,NA,NA,en_US,768,1
630,4.75,2.75,2.5,3.5,3,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
631,4.65,3.2,4.55,2.9,2.35,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
632,4.1,2.7,2.05,3.55,3.35,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
633,3.45,3.35,3.45,3.5,2.3,1,100,male,07/01/1995,17,1,NA,NA,NA,NA,NA,NA,NA,en_US,286,10
634,4.3,3.2,3,3.05,3.95,1,100,female,17/07/1986,26,1,NA,NA,NA,NA,NA,NA,NA,en_US,215,-5
635,4.2,3.3,3.85,3.7,2.7,1,100,female,28/10/1991,21,2,2,NA,NA,NA,NA,NA,NA,en_GB,114,-4
636,3.35,3.4,3.4,3.5,4.25,1,100,male,04/01/1994,18,2,NA,NA,NA,NA,NA,NA,NA,es_LA,180,8
637,3.9,3.75,3.25,4.05,2.7,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-7
638,4.5,3.5,4.5,4,2,1,20,male,24/05/1986,26,NA,NA,NA,NA,NA,NA,NA,NA,en_US,59,-4
639,4,3,2,2.3,4.2,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
640,3.75,4.3,1.9,3.25,3.7,1,100,female,08/10/1993,19,2,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-5
641,4.85,2.65,3.95,3.85,1.75,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,eo_EO,NA,NA
642,4.45,3.6,4.65,3.75,2.35,1,100,female,12/08/1992,20,NA,NA,NA,NA,NA,NA,NA,NA,en_US,138,-8
643,3.3,2.85,3.55,3.05,2.5,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
644,3.55,3.7,3.95,3.15,3.3,1,100,female,,NA,2,NA,NA,NA,NA,NA,NA,NA,en_US,357,-4
645,4.75,3.8,3.1,3.5,2.8,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
646,4.2,3.95,4.35,4.15,2,1,336,female,,NA,1,1,NA,NA,NA,NA,NA,NA,en_US,237,-4
647,4.8,3.95,4.9,3.35,1.95,1,100,male,16/08/1983,29,1,2,NA,NA,NA,NA,NA,NA,,15,-5
648,4.2,4.2,4.7,3.95,1.2,1,100,male,24/01/1994,18,1,2,NA,NA,NA,NA,NA,NA,en_US,161,-5
649,4.1,4.63,3.45,3.8,2.63,1,100,male,09/11/1969,43,1,NA,NA,NA,NA,NA,NA,NA,en_US,310,-5
650,4.05,3.6,3.05,3.95,3.3,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
651,4.37,3.5,3.75,3.4,3,1,100,female,22/05/1970,42,5,1,NA,NA,NA,NA,NA,NA,en_US,128,-5
652,4.6,3.15,3.68,3.05,3.95,1,100,female,04/01/1990,22,2,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-4
653,4.65,3.1,3.65,3.1,3.15,1,336,female,,NA,2,NA,NA,NA,NA,NA,NA,NA,en_US,28,-6
654,3.75,3,3.75,3.5,3.75,1,20,female,,NA,3,NA,NA,NA,NA,NA,NA,NA,,250,-5
655,3.75,3.25,2.5,3.5,2,1,20,female,19/04/1992,20,1,NA,NA,NA,NA,NA,NA,NA,en_US,143,6
656,3.35,4.75,3.95,3.95,2.44,1,100,male,21/06/1993,19,1,2,NA,NA,NA,NA,NA,NA,en_US,159,-5
657,4.3,2.26,1.95,2.85,3.11,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
658,3.45,2.9,1.6,3,3.05,1,336,female,21/10/1992,20,1,NA,NA,NA,NA,NA,NA,NA,en_GB,220,12
659,3.95,2.1,2.58,3.42,3.2,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
660,3.6,3.75,3.65,3.5,2.35,1,336,female,14/06/1975,37,1,1,NA,NA,NA,NA,NA,NA,en_US,114,-5
661,3.7,3.6,3.35,3.35,3.25,1,100,female,23/09/1981,31,5,NA,NA,NA,NA,NA,NA,NA,en_GB,254,8
662,4.35,2.7,2.1,2.85,3.5,1,100,female,12/04/1983,29,2,NA,NA,NA,NA,NA,NA,NA,en_US,20,-8
663,4.05,3.85,2.65,3.3,2,1,336,female,02/08/1989,23,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,10
664,4,4,2.75,3.25,2.25,1,20,female,,NA,2,1,NA,NA,NA,NA,NA,NA,en_US,139,-8
665,2.8,4.9,4.2,3,1.63,1,100,female,,NA,1,1,NA,NA,NA,NA,NA,NA,en_US,49,-5
666,4.2,4,3.1,4.3,2,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
667,3,4,4.25,3.25,3.5,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
668,4.6,3.35,1.75,2.8,1.35,1,336,male,01/06/1994,18,2,NA,NA,NA,NA,NA,NA,NA,en_US,30,-7
669,4.15,2.85,3.95,2.5,3.5,1,100,male,16/05/1979,33,NA,2,NA,NA,NA,NA,NA,NA,en_US,197,-8
670,4.15,2.25,2.85,3.7,3,1,100,male,24/12/1991,21,1,NA,NA,NA,NA,NA,NA,NA,en_GB,138,-4
671,4.5,2.5,3.75,2.25,3.75,1,20,female,05/03/1992,20,2,NA,NA,NA,NA,NA,NA,NA,en_US,226,-10
672,4.45,2.95,4.15,3.7,2.85,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
673,3,3.25,3,4.25,1.75,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
674,3.75,2.35,2,3,4.2,1,100,male,,NA,1,2,NA,NA,NA,NA,NA,NA,en_US,25,-4
675,4.75,3.5,3.75,3.75,3,1,20,male,05/08/1993,19,2,NA,NA,NA,NA,NA,NA,NA,en_US,160,-4
676,4.43,1.86,3.93,3.14,4,1,70,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
677,4.5,4,2.75,3.5,2.75,1,20,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
678,3,3.25,2.5,1.75,5,1,20,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
679,4.6,2.45,3.15,3.05,3.95,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
680,3.6,3.6,2.35,3.3,3.45,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
681,3.05,2.65,1.9,4.4,3.55,1,100,female,18/10/1990,22,1,1,NA,NA,NA,NA,NA,NA,en_US,155,2
682,3.75,3.25,5,3.75,2,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
683,3.33,4.33,3.5,3.25,1.67,1,20,male,21/01/1989,23,1,2,NA,NA,NA,NA,NA,NA,en_US,74,5
684,3.8,3.45,3.35,3.9,2.5,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
685,3.25,3.25,4.25,4,1.75,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
686,3.05,2.25,2,2.95,3.9,1,100,female,26/01/1981,31,3,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-5
687,4.5,3.38,2.5,1.63,4,1,40,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
688,4.3,3.25,3.35,4.2,1.95,1,336,female,12/10/1965,47,2,1,NA,NA,NA,NA,NA,NA,en_GB,5,1
689,3.75,3.75,3.25,3.5,3.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
690,4.75,4.25,4.25,4.75,3.5,1,20,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
691,4.25,1.5,3.75,4.75,1.5,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,1
692,4.75,3.75,2.75,3,2,1,20,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
693,3.35,3.05,1.8,3.1,3.95,1,100,male,,NA,1,2,NA,NA,NA,NA,NA,NA,en_GB,37,11
694,3.8,3.25,2.75,3.3,1.65,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
695,4.85,3.7,3.65,4.15,4.26,1,100,female,08/12/1984,28,2,1,NA,NA,NA,NA,NA,NA,en_US,134,-4
696,4.15,2.8,3.15,3.7,3,1,336,female,,NA,2,1,NA,NA,NA,NA,NA,NA,en_US,11,-4
697,4.5,4,4.3,4.4,1.8,1,100,female,07/03/1991,21,NA,NA,NA,NA,NA,NA,NA,NA,en_US,424,-5
698,4,2.25,3.5,3.75,2.75,1,20,female,,NA,1,NA,NA,NA,NA,NA,NA,NA,,391,8
699,3.9,3.7,2.8,3.6,2.9,1,100,male,25/05/1993,19,2,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-6
700,5,4,4.25,3.5,1.5,1,20,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
701,4.55,4.15,3.6,3.95,1.35,1,336,male,21/08/1988,24,1,2,NA,NA,NA,1,NA,NA,en_US,153,-4
702,3.6,3.1,2.25,4.15,1.45,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
703,4.6,4.25,4.6,3.45,2,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-5
704,3.55,2.95,2.85,3.05,3.74,1,100,female,09/02/1995,17,2,1,NA,NA,NA,NA,NA,NA,en_US,179,-5
705,3.74,3.05,1.95,3.4,3.25,1,100,male,20/12/1991,21,1,NA,NA,NA,NA,NA,NA,NA,en_US,60,3
706,4.65,3.9,2.5,4.45,2.25,1,336,female,09/11/1989,23,2,3,NA,NA,NA,NA,NA,NA,en_US,8,-5
707,4.5,4,4.25,3.75,2.5,1,20,female,,NA,3,NA,NA,NA,NA,NA,NA,NA,en_GB,40,0
708,3.5,2.95,1.65,3.1,3.9,1,336,female,31/05/1991,21,1,NA,NA,NA,NA,NA,NA,NA,en_US,290,-4
709,3.7,4.68,3.45,3,1.65,1,100,male,,NA,3,NA,NA,NA,NA,NA,NA,NA,en_GB,17,-5
710,4.1,3.95,2.55,3.95,2.72,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
711,4.86,3.43,3.21,3.93,3.07,1,70,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,fr_FR,NA,-4
712,3.4,4.6,3.05,3.95,1.9,1,336,male,12/10/1988,24,1,2,NA,NA,NA,NA,NA,NA,en_US,341,-5
713,4.65,4.05,4.5,3.55,2.6,1,100,male,18/09/1993,19,1,NA,NA,NA,NA,NA,NA,NA,en_GB,248,8
714,4.25,3.25,5,3.5,3,1,20,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
715,3.75,2.85,2.3,4.1,3.75,1,100,male,31/07/1992,20,1,NA,NA,NA,NA,NA,NA,NA,en_GB,190,1
716,4.9,2.1,2.3,3.9,3,1,336,female,24/08/1992,20,1,NA,NA,NA,NA,NA,NA,NA,en_US,136,-6
717,4.3,2.35,3.63,3.25,1.25,1,100,male,18/12/1905,107,3,NA,NA,NA,NA,NA,NA,NA,en_US,73,-4
718,3.7,3.2,2.65,4.25,2.75,1,100,female,03/10/1972,40,3,NA,NA,NA,NA,1,NA,1,en_US,25,-4
719,4.3,3,2.7,2.25,2.5,1,100,male,01/06/1993,19,1,NA,NA,NA,NA,NA,NA,NA,en_US,188,-5
720,4.35,4.1,3.6,3.9,1.25,1,336,male,13/01/1993,19,1,NA,NA,NA,NA,NA,NA,NA,en_GB,401,-7
721,4.4,3.7,4.42,3.45,2.6,1,100,female,,NA,2,1,NA,NA,NA,NA,NA,NA,,92,-4
722,3.75,1.8,1.25,2.6,3.7,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,9,-6
723,3.6,2.95,2.1,3.15,3.85,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,1
724,4.25,3.5,3.25,3,3.25,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
725,4,2.9,3.63,3.6,3.35,1,100,female,,NA,1,1,NA,NA,NA,NA,NA,NA,en_US,442,-4
726,3.55,4.8,3.3,4.25,1,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
727,3.75,3.5,3.1,4.2,2.65,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_PI,NA,NA
728,4.85,3.44,4.4,4.25,1.25,1,100,male,18/03/1991,21,1,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,-6
729,4.25,3.65,3.15,4.05,1.85,1,336,female,18/06/1994,18,1,1,NA,NA,NA,NA,NA,NA,en_US,52,-5
730,4.2,3.1,3.95,2.5,2.95,1,100,male,17/06/1991,21,1,2,NA,NA,NA,NA,NA,NA,en_US,87,-4
731,3.6,3.85,3.5,2.9,2.8,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
732,4.1,2.95,3.7,3.25,2.9,1,100,male,28/12/1991,21,1,2,NA,NA,NA,1,NA,NA,en_US,88,-6
733,4.15,4.25,3.4,2.85,2.75,1,100,male,,NA,1,2,NA,NA,NA,NA,NA,NA,en_US,144,-5
734,4.25,4.5,3.25,3.5,3,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
735,3,2.4,2.5,3,3,1,100,female,23/04/1993,19,2,NA,NA,NA,NA,NA,NA,NA,en_US,219,-7
736,3.75,3.25,2.75,3.5,2,1,20,female,06/11/1986,26,1,NA,NA,NA,NA,NA,NA,NA,en_US,177,-5
737,4.75,4.25,4.25,2.25,2.75,1,20,female,17/07/1992,20,2,NA,NA,NA,NA,NA,NA,NA,en_US,853,-6
738,4.65,3.4,3.25,3.05,2.95,1,100,male,09/04/1900,112,NA,NA,NA,NA,NA,NA,NA,NA,sv_SE,NA,1
739,2.85,3.75,3.05,2.65,1.75,1,336,male,07/02/1982,30,3,NA,NA,NA,NA,NA,NA,NA,fr_FR,NA,1
740,4.75,3.5,3.75,3.25,3.6,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
741,5,4.25,4,3.5,2,1,20,female,14/12/1988,24,NA,NA,NA,NA,NA,NA,NA,NA,en_US,302,9
742,3.9,4.4,4.1,4,2,1,100,female,01/10/1975,37,2,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-4
743,4.3,3.45,2.55,3,3.95,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
744,4.4,4.15,4.75,3.2,3.05,1,336,female,07/12/1983,29,3,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-4
745,4.6,3.15,3.5,4.05,2.95,1,100,female,,NA,2,NA,NA,NA,NA,1,NA,NA,en_GB,42,-8
746,4,2.75,2.5,3.5,3.75,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
747,4.8,3.75,4.6,3.25,3.35,1,100,female,,NA,NA,1,NA,NA,NA,NA,NA,NA,en_US,557,-7
748,4.5,3.8,4.5,4.37,2.75,1,100,female,16/09/1992,20,3,NA,NA,NA,NA,NA,NA,NA,en_PI,248,-7
749,4.15,4.2,4,3.5,2.4,1,100,male,01/06/1978,34,3,NA,NA,NA,NA,NA,NA,NA,en_US,80,0
750,4.06,3.78,4.89,3.78,1.44,1,90,female,28/10/1966,46,2,NA,NA,NA,NA,NA,NA,NA,en_US,160,-5
751,4.55,3.55,2.8,3.5,2.55,1,100,female,01/03/1983,29,1,NA,NA,NA,NA,NA,NA,NA,en_GB,172,0
752,4.05,4.7,4.15,3.9,1.65,1,100,male,13/06/1979,33,NA,2,NA,NA,NA,NA,NA,NA,en_US,13,-7
753,3.65,2.5,2.9,3.95,3.25,1,100,male,01/07/1991,21,1,2,NA,NA,NA,NA,NA,NA,en_US,87,-8
754,3.8,3.74,3.6,3.25,3.7,1,100,female,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_US,343,-5
755,4.05,3.7,1.68,4.68,3,1,100,male,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_GB,23,1
756,3.9,2.85,3.4,3.25,3.05,1,336,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-4
757,4.3,3.85,4.05,4.65,1.05,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
758,4.35,2.5,2,2.8,3.65,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
759,3.4,3.68,3.7,4.05,2.3,1,100,male,27/01/1989,23,NA,NA,NA,NA,NA,NA,NA,NA,en_US,46,4
760,4.95,2.45,3.95,4.16,2.6,1,100,female,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_GB,31,6
761,3.8,3.7,4.4,3.6,2.1,1,50,female,05/04/1988,24,2,NA,NA,NA,NA,NA,NA,NA,en_US,425,-5
762,3.7,3.25,3,4,3.5,1,100,female,,NA,4,NA,NA,NA,NA,NA,NA,NA,,132,-4
763,4.8,4.15,4.75,4.5,1.21,1,100,male,08/06/1962,50,2,NA,NA,NA,NA,NA,NA,NA,en_US,113,-4
764,3.55,3.85,2.5,3.6,3,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-5
765,4.1,3.5,3.7,3.35,2.7,1,100,female,28/09/1995,17,1,NA,NA,NA,NA,NA,NA,NA,en_US,69,2
766,4.3,3.6,3.6,4.2,2.05,1,100,female,18/06/1994,18,2,1,NA,NA,NA,NA,NA,NA,en_US,64,-7
767,3.9,2.45,2.9,3.75,2.2,1,336,female,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_GB,228,8
768,3.85,3.05,2.25,3.5,3.6,1,100,female,,NA,1,1,NA,NA,NA,NA,NA,NA,en_GB,124,1
769,3,1.8,2,4.15,4.85,1,100,male,27/02/1991,21,2,2,NA,NA,NA,NA,NA,NA,en_GB,45,1
770,3.75,3.75,3.75,3,2.5,1,20,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
771,3.15,4.6,3.4,4.7,1.95,1,100,female,26/09/1990,22,1,1,NA,NA,NA,NA,NA,NA,en_US,52,-4
772,4.9,3.55,4.35,4.5,1.5,1,336,male,02/02/1984,28,3,3,NA,NA,NA,1,NA,1,en_US,11,-4
773,4.6,4.2,3.75,4.05,2.7,1,336,male,01/09/1984,28,1,2,NA,NA,NA,NA,NA,NA,en_US,86,-5
774,4.85,3.45,3.5,3.5,3.05,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
775,4.5,3.5,3.5,4.75,1.5,1,20,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
776,4.5,3,4,4.25,3.25,1,20,female,,NA,2,NA,NA,NA,NA,NA,NA,NA,en_GB,768,8
777,4.3,2.6,3.16,2.9,4.1,1,100,female,,NA,5,1,NA,NA,NA,NA,NA,NA,en_US,109,-5
778,1.5,3.75,4.25,3.25,1.75,1,20,female,15/05/1960,52,3,NA,NA,NA,NA,NA,NA,1,en_US,88,-7
779,4.4,3.65,4.15,2.3,1.6,1,100,male,13/09/1990,22,1,2,NA,NA,NA,NA,NA,NA,,150,-7
780,4.55,4.25,4.45,3.8,2.45,1,100,male,28/11/1964,48,5,NA,NA,NA,NA,NA,NA,NA,en_US,24,-5
781,4.25,2.75,3.5,3,4,1,20,male,18/05/1994,18,1,NA,NA,NA,NA,NA,NA,NA,en_US,109,1
782,4.45,2.95,3.45,3.3,3.05,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,2
783,4.45,2.95,3.45,3.3,3.05,1,100,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,2
784,4.9,3.8,3.9,3.85,2.15,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,2
785,4.1,3.95,4.05,3.8,2.05,1,100,male,,NA,1,2,NA,NA,NA,NA,NA,NA,en_US,16,-4
786,4.18,4.26,2.6,3.95,3.11,1,100,female,03/08/1961,51,1,NA,NA,NA,NA,NA,NA,NA,,45,2
787,4.4,3.8,4.05,3.45,2.1,1,100,male,18/02/1992,20,1,NA,NA,NA,NA,NA,NA,NA,en_GB,263,-4
788,1.75,4,2.75,5,1.67,1,20,female,29/03/1962,50,NA,NA,NA,NA,NA,NA,NA,NA,en_US,14,1
789,4.85,3.3,2.6,3.4,3.4,1,336,female,15/07/1967,45,3,NA,NA,NA,NA,NA,NA,NA,en_GB,44,0
790,4.55,3.55,1.65,3.05,4.85,1,100,female,21/06/1988,24,1,NA,NA,NA,NA,NA,NA,NA,en_US,107,-5
791,4.75,3,4.75,2.25,3,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,10
792,4.85,3.6,2.15,4.1,4.15,1,336,female,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_GB,66,1
793,3.17,2.83,2.83,3,3.83,1,30,female,18/02/1972,40,1,NA,NA,NA,NA,NA,NA,NA,,53,-7
794,3.75,3,2,3.5,3,1,20,female,23/06/1982,30,3,NA,NA,NA,NA,NA,NA,NA,en_GB,191,1
795,4.83,3.83,3.67,4.17,2,1,30,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
796,4.65,3.8,4.15,2.9,2.3,1,100,female,14/03/1989,23,1,1,NA,NA,NA,NA,NA,NA,en_GB,185,10
797,3.65,3.45,2.4,3.75,3.2,1,100,female,25/05/1992,20,1,NA,NA,NA,NA,NA,NA,NA,en_US,252,-5
798,3.45,3.35,3.7,2.5,1.65,1,100,male,27/08/1986,26,1,NA,NA,NA,NA,NA,NA,NA,en_US,724,-5
799,4.5,3.5,3.25,4.25,2,1,20,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
800,4.65,3.15,2.35,3.35,2.65,1,100,female,03/10/1990,22,NA,NA,NA,NA,NA,NA,NA,NA,en_US,37,-5
801,4.05,1.61,1.05,4.2,2.05,1,336,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
802,4.75,4.15,2.63,3.1,3.2,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
803,3.95,3.05,2.8,3.55,3.35,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
804,3,4,3.5,4,3,1,20,female,06/11/1990,22,2,NA,NA,NA,NA,NA,NA,NA,en_US,192,-4
805,4.75,3,3.75,3.75,2.85,1,100,female,,NA,1,1,NA,NA,NA,NA,NA,NA,en_US,130,-6
806,4.45,3.26,3.6,2.35,4.5,1,100,male,03/10/1990,22,2,2,NA,NA,NA,NA,NA,NA,en_GB,56,1
807,4.36,3.23,4.07,3.64,3.21,1,70,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,NA,NA
808,4.7,3.95,1.45,2.85,3.7,1,336,female,22/02/1993,19,1,1,NA,NA,NA,NA,NA,NA,en_US,600,7
809,4.3,4.3,2.9,2.05,2.6,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
810,4.3,2.5,2.45,4.55,2,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
811,4.8,3.6,2.25,2.8,4.8,1,336,female,24/10/1993,19,NA,NA,NA,NA,NA,NA,NA,NA,en_US,170,-4
812,4.3,2.35,2.4,2.15,2.65,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,56,-4
813,4.55,2,3.84,3.4,4.05,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
814,4.75,3.9,4.1,3.4,2.55,1,100,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
815,3.33,3.75,3.25,3.25,2,1,20,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
816,3.95,4.7,3.9,3.5,1.7,1,100,male,15/11/1990,22,1,2,NA,NA,NA,NA,NA,NA,en_US,227,-4
817,3.65,2.4,3.15,3.6,2.55,1,336,female,28/02/1990,22,2,1,NA,NA,NA,NA,NA,NA,en_US,176,-4
818,4.2,4,2.75,3.16,1.4,1,100,male,30/11/1985,27,1,2,1,1,NA,1,1,1,en_US,101,0
819,3.26,3.15,3.85,4.5,2.55,1,100,female,,NA,1,NA,NA,NA,NA,NA,NA,NA,en_US,48,-7
820,4.4,4.05,4.4,4.1,2.4,1,336,female,06/04/1987,25,3,NA,NA,NA,NA,NA,NA,NA,en_US,111,-5
821,3.75,3.7,1.85,3.3,3.35,1,336,female,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,-6
822,3.5,2.95,3.15,3.7,2.8,1,100,female,28/10/1988,24,4,NA,NA,NA,NA,NA,NA,NA,,123,10
823,4.8,4.05,1.8,3.3,1.8,1,336,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,de_DE,NA,1
824,4.5,3.15,2.1,3.55,2.8,1,100,female,20/07/1989,23,NA,NA,NA,NA,NA,NA,NA,NA,en_GB,211,11
825,4.75,2,2.25,4.25,2.5,1,20,female,19/08/1988,24,1,1,NA,NA,NA,NA,NA,NA,en_US,80,-9
826,4.35,4.95,4.5,3.9,3.25,1,100,female,04/08/1953,59,3,NA,NA,NA,NA,NA,NA,NA,en_US,142,-6
827,4.4,3.55,3.1,2.5,2.45,1,100,female,24/12/1990,22,1,1,NA,NA,NA,NA,NA,NA,en_GB,43,2
828,4.2,4.05,3.9,4.2,1.05,1,336,male,16/04/1992,20,1,2,NA,NA,NA,NA,NA,NA,en_US,164,-6
829,4.74,3,2.53,3.74,4.6,1,100,male,14/02/1995,17,NA,NA,NA,NA,NA,NA,NA,NA,en_US,127,-7
830,4,3.69,3.69,3.75,3,1,80,female,02/06/1988,24,1,NA,NA,NA,NA,NA,NA,NA,en_US,90,-6
831,2.5,2.31,1.69,2.69,5,1,80,female,02/12/1983,29,2,NA,NA,NA,NA,NA,NA,NA,en_US,141,-4
832,4.55,1.4,3.6,3.35,1.3,1,100,female,,NA,1,1,NA,NA,NA,NA,NA,NA,en_US,657,-6
833,4.65,3.4,4.75,2.95,2.7,1,100,female,18/05/1993,19,2,NA,NA,NA,NA,NA,NA,NA,en_US,306,-4
834,4.75,3.25,2.25,2,4.25,1,20,male,,NA,NA,NA,NA,NA,NA,NA,NA,NA,en_US,NA,NA
835,4.3,3,4.6,4.74,2.8,1,100,female,03/04/1992,20,1,1,NA,NA,NA,1,NA,NA,en_US,288,-6
836,3.85,3.15,2,3.3,2.65,1,336,female,23/09/1989,23,1,NA,NA,NA,NA,NA,NA,NA,,47,-6
837,1.75,3.33,2.5,3.25,3.75,1,20,female,06/11/1989,23,2,NA,NA,NA,NA,NA,NA,1,en_US,147,-4
